image_name,uncertainty,01_TUMOR,02_STROMA,03_COMPLEX,04_LYMPHO,05_DEBRIS,06_MUCOSA,07_ADIPOSE,08_EMPTY,patch_x,patch_y
SS7534_1_1_1062343.svs_num_0,0.5385255843400956,0.01750311688520014,0.031220135651528834,0.002673175319796428,0.0012694108481809963,0.07627536356449127,0.002622307214187458,0.867393147945404,0.001043349636165658,85638,6851
SS7534_1_1_1062343.svs_num_1,0.2290117472410202,0.007312545183231123,0.005014512524940074,0.0009383659220475238,0.0003705771498516697,0.02660456541925669,0.0014785567571379942,0.9554973065853118,0.0027835287030029575,85638,7107
SS7534_1_1_1062343.svs_num_2,1.040009343624115,0.00825912628788501,0.06080172434449196,0.015390401054173709,0.009223145991563797,0.05405292697250843,0.023769224435091017,0.7170931398868561,0.11141029000282288,85894,5827
SS7534_1_1_1062343.svs_num_3,1.7184459805488586,0.17987508475780487,0.31958724558353424,0.20464759916067124,0.019340088311582803,0.07004826329648495,0.047353918105363844,0.15243231281638145,0.006715478887781501,85894,6339
SS7534_1_1_1062343.svs_num_4,1.3636538147926331,0.07522400878369809,0.16647900342941285,0.036585275642573835,0.004150671104434877,0.20438048839569092,0.012411404820159077,0.4990813285112381,0.0016878386406460777,85894,6595
SS7534_1_1_1062343.svs_num_5,0.2191120684146881,0.0030016765231266618,0.004525488149374724,0.0008344588030013255,0.0014648229553131387,0.029271866008639336,0.0006653262607869692,0.9574254930019379,0.0028108225204050543,85894,6851
SS7534_1_1_1062343.svs_num_6,0.28890372812747955,0.005098312126938254,0.006993573973886669,0.00294608021795284,0.0020833145903452533,0.038895788788795474,0.0006813017353124451,0.9409708559513092,0.0023307406172534684,85894,7107
SS7534_1_1_1062343.svs_num_7,1.2070273518562318,0.04233962446451187,0.10208324939012528,0.03965150564908981,0.02129113981500268,0.03355636056512594,0.08495316803455352,0.6671523928642273,0.008972554095089435,86150,6083
SS7534_1_1_1062343.svs_num_8,0.429534849524498,0.009042313927784562,0.018322736863046883,0.002786687493789941,0.0004983070435628179,0.06441775001585484,0.002249613613821566,0.9004268765449523,0.002255752190831117,86150,6339
SS7534_1_1_1062343.svs_num_9,0.5103356570005417,0.01149427134077996,0.02362226601690054,0.0035475291777402164,0.0013918659649789333,0.06927169300615788,0.004218732134904713,0.8810208141803741,0.005432835780084133,86150,6595
SS7534_1_1_1062343.svs_num_10,0.9509562015533447,0.05700163785368204,0.05816373638808727,0.013072739914059639,0.003136486987932585,0.0897593580186367,0.021536449901759624,0.749215966463089,0.008113605459220708,86150,6851
SS7534_1_1_1062343.svs_num_11,1.5647526621818542,0.17638161331415175,0.10068730115890503,0.03031114675104618,0.007745344657450914,0.07112072482705116,0.4479007452726364,0.15350695699453354,0.012346162321045994,86406,6083
